gender,age,age_o,samerace,int_corr,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr,sinc,intel,fun,amb,shar,like,prob,dec,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,dec_o,match,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1
1,25.0,28.0,0,0.45,0.0,25.0,25.0,25.0,25.0,0.0,7.0,8.0,7.0,7.0,8.0,5.0,5.0,2.0,0,1.0,9.0,8.0,1.0,3.0,1.0,2.0,8.0,0,0,25.0,15.0,30.0,10.0,5.0,15.0,5.0,9.0,8.0,5.0,6.0
1,25.0,33.0,0,0.49,25.0,30.0,10.0,10.0,5.0,20.0,2.0,7.0,7.0,3.0,7.0,2.0,4.0,4.0,0,5.0,6.0,7.0,4.0,5.0,6.0,5.0,5.0,0,0,25.0,15.0,30.0,10.0,5.0,15.0,5.0,9.0,8.0,5.0,6.0
1,25.0,22.0,1,0.48,25.0,7.0,25.0,25.0,8.0,10.0,3.0,7.0,8.0,6.0,6.0,6.0,3.0,1.0,0,5.0,5.0,7.0,3.0,6.0,3.0,5.0,5.0,0,0,25.0,15.0,30.0,10.0,5.0,15.0,5.0,9.0,8.0,5.0,6.0
1,25.0,26.0,0,0.13,16.67,16.67,16.67,16.67,16.67,16.67,8.0,7.0,8.0,5.0,6.0,7.0,6.0,2.0,1,6.0,6.0,7.0,6.0,7.0,5.0,6.0,5.0,0,0,25.0,15.0,30.0,10.0,5.0,15.0,5.0,9.0,8.0,5.0,6.0
1,25.0,24.0,0,0.17,15.0,25.0,20.0,20.0,10.0,10.0,7.0,8.0,8.0,7.0,7.0,6.0,7.0,3.0,1,6.0,7.0,7.0,6.0,5.0,7.0,6.0,7.0,0,0,25.0,15.0,30.0,10.0,5.0,15.0,5.0,9.0,8.0,5.0,6.0
1,25.0,24.0,1,0.75,22.0,14.0,30.0,10.0,14.0,10.0,6.0,6.0,6.0,6.0,5.0,7.0,5.0,2.0,0,3.0,4.0,6.0,5.0,5.0,6.0,3.0,2.0,0,0,25.0,15.0,30.0,10.0,5.0,15.0,5.0,9.0,8.0,5.0,6.0
1,25.0,25.0,1,0.52,15.0,18.0,19.0,19.0,17.0,12.0,7.0,7.0,9.0,7.0,8.0,6.0,6.0,2.0,0,5.0,7.0,8.0,5.0,5.0,2.0,5.0,3.0,0,0,25.0,15.0,30.0,10.0,5.0,15.0,5.0,9.0,8.0,5.0,6.0
1,25.0,27.0,0,0.62,19.0,20.0,19.0,14.0,13.0,15.0,7.0,7.0,8.0,7.0,8.0,7.0,7.0,5.0,1,7.0,9.0,9.0,8.0,8.0,6.0,7.0,5.0,1,1,25.0,15.0,30.0,10.0,5.0,15.0,5.0,9.0,8.0,5.0,6.0
1,25.0,26.0,0,0.63,15.0,20.0,20.0,20.0,15.0,10.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,3.0,1,4.0,8.0,8.0,7.0,8.0,7.0,7.0,5.0,1,1,25.0,15.0,30.0,10.0,5.0,15.0,5.0,9.0,8.0,5.0,6.0
1,25.0,29.0,1,0.42,10.0,40.0,20.0,20.0,0.0,10.0,3.0,7.0,7.0,5.0,7.0,4.0,4.0,5.0,0,6.0,9.0,9.0,7.0,6.0,6.0,7.0,6.0,0,0,25.0,15.0,30.0,10.0,5.0,15.0,5.0,9.0,8.0,5.0,6.0
1,25.0,26.0,0,0.42,20.0,20.0,20.0,10.0,20.0,10.0,6.0,7.0,8.0,8.0,7.0,5.0,7.0,3.0,1,6.0,9.0,9.0,9.0,7.0,3.0,8.0,5.0,0,0,25.0,15.0,30.0,10.0,5.0,15.0,5.0,9.0,8.0,5.0,6.0
1,25.0,26.0,1,0.54,15.0,15.0,25.0,20.0,5.0,20.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,5.0,1,5.0,7.0,8.0,7.0,5.0,6.0,6.0,6.0,1,1,25.0,15.0,30.0,10.0,5.0,15.0,5.0,9.0,8.0,5.0,6.0
1,25.0,32.0,1,0.44,15.0,5.0,45.0,10.0,15.0,10.0,3.0,7.0,8.0,3.0,8.0,3.0,4.0,2.0,0,8.0,10.0,10.0,5.0,8.0,4.0,9.0,3.0,1,0,25.0,15.0,30.0,10.0,5.0,15.0,5.0,9.0,8.0,5.0,6.0
1,25.0,26.0,0,-0.45,20.0,30.0,10.0,15.0,10.0,15.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,0,4.0,7.0,7.0,4.0,7.0,4.0,5.0,6.0,0,0,25.0,15.0,30.0,10.0,5.0,15.0,5.0,9.0,8.0,5.0,6.0
1,25.0,24.0,0,0.32,30.0,20.0,20.0,10.0,15.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,0,5.0,8.0,8.0,7.0,7.0,5.0,8.0,5.0,0,0,25.0,15.0,30.0,10.0,5.0,15.0,5.0,9.0,8.0,5.0,6.0
1,25.0,24.0,1,0.64,20.0,10.0,30.0,15.0,15.0,10.0,8.0,8.0,8.0,8.0,7.0,6.0,8.0,5.0,1,5.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,0,0,25.0,15.0,30.0,10.0,5.0,15.0,5.0,9.0,8.0,5.0,6.0
1,25.0,23.0,0,0.52,16.0,16.0,19.0,17.0,14.0,18.0,8.0,7.0,8.0,8.0,7.0,7.0,8.0,4.0,1,6.0,7.0,8.0,7.0,6.0,6.0,7.0,6.0,1,1,25.0,15.0,30.0,10.0,5.0,15.0,5.0,9.0,8.0,5.0,6.0
1,25.0,23.0,1,0.27,10.0,15.0,40.0,15.0,10.0,10.0,6.0,6.0,6.0,5.0,4.0,5.0,6.0,3.0,1,5.0,4.0,8.0,4.0,4.0,6.0,5.0,5.0,0,0,25.0,15.0,30.0,10.0,5.0,15.0,5.0,9.0,8.0,5.0,6.0
1,25.0,25.0,1,0.22,25.0,20.0,25.0,25.0,5.0,0.0,6.0,6.0,6.0,6.0,7.0,5.0,5.0,2.0,0,2.0,4.0,8.0,1.0,6.0,6.0,3.0,8.0,0,0,25.0,15.0,30.0,10.0,5.0,15.0,5.0,9.0,8.0,5.0,6.0
1,27.0,28.0,0,0.53,0.0,25.0,25.0,25.0,25.0,0.0,10.0,8.0,8.0,8.0,5.0,5.0,8.0,6.0,1,4.0,6.0,8.0,6.0,6.0,10.0,4.0,8.0,0,0,20.0,15.0,20.0,15.0,15.0,20.0,7.0,8.0,8.0,6.0,5.0
1,27.0,33.0,0,0.6,25.0,30.0,10.0,10.0,5.0,20.0,3.0,6.0,8.0,4.0,5.0,4.0,4.0,2.0,0,7.0,7.0,7.0,7.0,6.0,8.0,7.0,7.0,1,0,20.0,15.0,20.0,15.0,15.0,20.0,7.0,8.0,8.0,6.0,5.0
1,27.0,22.0,1,0.52,25.0,7.0,25.0,25.0,8.0,10.0,6.0,5.0,7.0,6.0,5.0,5.0,7.0,4.0,1,6.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,0,0,20.0,15.0,20.0,15.0,15.0,20.0,7.0,8.0,8.0,6.0,5.0
1,27.0,26.0,0,0.18,16.67,16.67,16.67,16.67,16.67,16.67,5.0,4.0,4.0,3.0,5.0,2.0,6.0,3.0,0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,0,0,20.0,15.0,20.0,15.0,15.0,20.0,7.0,8.0,8.0,6.0,5.0
1,27.0,24.0,0,0.16,15.0,25.0,20.0,20.0,10.0,10.0,7.0,5.0,7.0,3.0,10.0,2.0,3.0,2.0,0,6.0,5.0,7.0,5.0,6.0,5.0,6.0,6.0,0,0,20.0,15.0,20.0,15.0,15.0,20.0,7.0,8.0,8.0,6.0,5.0
1,27.0,24.0,1,0.74,22.0,14.0,30.0,10.0,14.0,10.0,6.0,7.0,5.0,5.0,6.0,7.0,8.0,6.0,1,3.0,5.0,6.0,4.0,6.0,7.0,3.0,2.0,0,0,20.0,15.0,20.0,15.0,15.0,20.0,7.0,8.0,8.0,6.0,5.0
1,27.0,25.0,0,0.38,7.0,35.0,20.0,20.0,5.0,13.0,5.0,7.0,6.0,6.0,7.0,4.0,7.0,6.0,1,5.0,6.0,10.0,2.0,3.0,3.0,4.0,3.0,0,0,20.0,15.0,20.0,15.0,15.0,20.0,7.0,8.0,8.0,6.0,5.0
1,27.0,25.0,1,0.19,15.0,18.0,19.0,19.0,17.0,12.0,5.0,5.0,7.0,4.0,9.0,8.0,6.0,7.0,0,7.0,8.0,8.0,5.0,7.0,6.0,7.0,6.0,1,0,20.0,15.0,20.0,15.0,15.0,20.0,7.0,8.0,8.0,6.0,5.0
1,27.0,27.0,0,0.43,19.0,20.0,19.0,14.0,13.0,15.0,6.0,7.0,9.0,5.0,9.0,5.0,6.0,2.0,0,4.0,7.0,7.0,4.0,6.0,5.0,5.0,5.0,0,0,20.0,15.0,20.0,15.0,15.0,20.0,7.0,8.0,8.0,6.0,5.0
1,27.0,26.0,0,0.48,15.0,20.0,20.0,20.0,15.0,10.0,3.0,7.0,9.0,3.0,5.0,3.0,5.0,5.0,0,6.0,8.0,9.0,6.0,6.0,5.0,6.0,5.0,0,0,20.0,15.0,20.0,15.0,15.0,20.0,7.0,8.0,8.0,6.0,5.0
1,27.0,29.0,1,0.34,10.0,40.0,20.0,20.0,0.0,10.0,6.0,7.0,7.0,5.0,3.0,4.0,8.0,4.0,1,6.0,7.0,8.0,7.0,6.0,7.0,7.0,4.0,0,0,20.0,15.0,20.0,15.0,15.0,20.0,7.0,8.0,8.0,6.0,5.0
1,27.0,26.0,0,0.64,20.0,20.0,20.0,10.0,20.0,10.0,6.0,7.0,9.0,7.0,8.0,6.0,8.0,6.0,1,7.0,4.0,9.0,6.0,7.0,3.0,7.0,3.0,0,0,20.0,15.0,20.0,15.0,15.0,20.0,7.0,8.0,8.0,6.0,5.0
1,27.0,26.0,1,0.31,15.0,15.0,25.0,20.0,5.0,20.0,5.0,4.0,6.0,3.0,3.0,2.0,4.0,1.0,1,4.0,4.0,6.0,3.0,6.0,5.0,3.0,3.0,0,0,20.0,15.0,20.0,15.0,15.0,20.0,7.0,8.0,8.0,6.0,5.0
1,27.0,32.0,1,0.41,15.0,5.0,45.0,10.0,15.0,10.0,6.0,8.0,8.0,5.0,3.0,3.0,5.0,3.0,1,9.0,6.0,9.0,3.0,6.0,2.0,8.0,3.0,1,1,20.0,15.0,20.0,15.0,15.0,20.0,7.0,8.0,8.0,6.0,5.0
1,27.0,26.0,0,-0.34,20.0,30.0,10.0,15.0,10.0,15.0,5.0,5.0,6.0,7.0,8.0,3.0,3.0,1.0,0,4.0,6.0,7.0,3.0,4.0,4.0,5.0,6.0,0,0,20.0,15.0,20.0,15.0,15.0,20.0,7.0,8.0,8.0,6.0,5.0
1,27.0,24.0,0,0.02,30.0,20.0,20.0,10.0,15.0,5.0,10.0,8.0,8.0,8.0,10.0,5.0,8.0,4.0,1,5.0,6.0,7.0,5.0,5.0,4.0,5.0,5.0,0,0,20.0,15.0,20.0,15.0,15.0,20.0,7.0,8.0,8.0,6.0,5.0
1,27.0,24.0,1,0.5,20.0,10.0,30.0,15.0,15.0,10.0,8.0,10.0,10.0,7.0,7.0,8.0,9.0,5.0,1,6.0,6.0,10.0,5.0,10.0,5.0,6.0,7.0,0,0,20.0,15.0,20.0,15.0,15.0,20.0,7.0,8.0,8.0,6.0,5.0
1,27.0,23.0,0,0.47,16.0,16.0,19.0,17.0,14.0,18.0,7.0,9.0,10.0,6.0,9.0,9.0,8.0,7.0,1,6.0,6.0,7.0,5.0,5.0,6.0,6.0,7.0,1,1,20.0,15.0,20.0,15.0,15.0,20.0,7.0,8.0,8.0,6.0,5.0
1,27.0,23.0,1,0.23,10.0,15.0,40.0,15.0,10.0,10.0,5.0,6.0,7.0,4.0,6.0,2.0,4.0,2.0,0,4.0,5.0,6.0,3.0,4.0,4.0,5.0,4.0,0,0,20.0,15.0,20.0,15.0,15.0,20.0,7.0,8.0,8.0,6.0,5.0
1,27.0,25.0,1,0.15,25.0,20.0,25.0,25.0,5.0,0.0,9.0,6.0,3.0,6.0,5.0,4.0,6.0,5.0,1,7.0,6.0,9.0,7.0,9.0,8.0,6.0,9.0,0,0,20.0,15.0,20.0,15.0,15.0,20.0,7.0,8.0,8.0,6.0,5.0
1,23.0,28.0,0,-0.15,0.0,25.0,25.0,25.0,25.0,0.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,2.0,1,1.0,2.0,5.0,7.0,5.0,1.0,1.0,4.0,0,0,35.0,10.0,15.0,20.0,5.0,15.0,7.0,9.0,7.0,9.0,10.0
1,23.0,22.0,0,-0.39,25.0,7.0,25.0,25.0,8.0,10.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,5.0,1,7.0,6.0,5.0,7.0,5.0,2.0,6.0,5.0,0,0,35.0,10.0,15.0,20.0,5.0,15.0,7.0,9.0,7.0,9.0,10.0
1,23.0,26.0,0,0.36,16.67,16.67,16.67,16.67,16.67,16.67,6.0,7.0,7.0,5.0,5.0,5.0,5.0,2.0,0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,0,0,35.0,10.0,15.0,20.0,5.0,15.0,7.0,9.0,7.0,9.0,10.0
1,23.0,24.0,0,-0.32,15.0,25.0,20.0,20.0,10.0,10.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1,6.0,8.0,6.0,7.0,6.0,5.0,7.0,7.0,1,1,35.0,10.0,15.0,20.0,5.0,15.0,7.0,9.0,7.0,9.0,10.0
1,23.0,24.0,0,-0.21,22.0,14.0,30.0,10.0,14.0,10.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,1,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,0,0,35.0,10.0,15.0,20.0,5.0,15.0,7.0,9.0,7.0,9.0,10.0
1,23.0,27.0,0,0.34,19.0,20.0,19.0,14.0,13.0,15.0,10.0,9.0,9.0,9.0,9.0,9.0,10.0,6.0,1,7.0,8.0,6.0,8.0,7.0,7.0,8.0,5.0,1,1,35.0,10.0,15.0,20.0,5.0,15.0,7.0,9.0,7.0,9.0,10.0
1,23.0,29.0,0,0.47,10.0,40.0,20.0,20.0,0.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,1,8.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,0,0,35.0,10.0,15.0,20.0,5.0,15.0,7.0,9.0,7.0,9.0,10.0
1,23.0,26.0,1,-0.44,20.0,20.0,20.0,10.0,20.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,1,9.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,1,1,35.0,10.0,15.0,20.0,5.0,15.0,7.0,9.0,7.0,9.0,10.0
1,23.0,26.0,0,-0.06,15.0,15.0,25.0,20.0,5.0,20.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,1,8.0,8.0,7.0,5.0,5.0,6.0,6.0,5.0,1,1,35.0,10.0,15.0,20.0,5.0,15.0,7.0,9.0,7.0,9.0,10.0
1,23.0,32.0,0,0.21,15.0,5.0,45.0,10.0,15.0,10.0,7.0,7.0,7.0,0.0,7.0,0.0,7.0,2.0,1,9.0,8.0,8.0,8.0,6.0,2.0,8.0,2.0,0,0,35.0,10.0,15.0,20.0,5.0,15.0,7.0,9.0,7.0,9.0,10.0
1,23.0,23.0,0,-0.06,16.0,16.0,19.0,17.0,14.0,18.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,7.0,1,6.0,7.0,6.0,7.0,5.0,6.0,6.0,5.0,1,1,35.0,10.0,15.0,20.0,5.0,15.0,7.0,9.0,7.0,9.0,10.0
1,23.0,23.0,0,-0.1,10.0,15.0,40.0,15.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,1,7.0,7.0,7.0,7.0,5.0,6.0,7.0,5.0,1,1,35.0,10.0,15.0,20.0,5.0,15.0,7.0,9.0,7.0,9.0,10.0
1,23.0,25.0,0,-0.07,25.0,20.0,25.0,25.0,5.0,0.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,4.0,1,6.0,7.0,9.0,8.0,8.0,7.0,6.0,7.0,0,0,35.0,10.0,15.0,20.0,5.0,15.0,7.0,9.0,7.0,9.0,10.0
1,27.0,28.0,0,-0.02,0.0,25.0,25.0,25.0,25.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,6.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,0,0,30.0,10.0,30.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0
1,27.0,33.0,1,-0.29,25.0,30.0,10.0,10.0,5.0,20.0,3.0,3.0,3.0,6.0,6.0,1.0,1.0,1.0,0,4.0,8.0,8.0,5.0,6.0,4.0,5.0,5.0,0,0,30.0,10.0,30.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0
1,27.0,22.0,0,-0.11,25.0,7.0,25.0,25.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,1,6.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,0,0,30.0,10.0,30.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0
1,27.0,26.0,1,-0.16,16.67,16.67,16.67,16.67,16.67,16.67,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1,6.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,0,0,30.0,10.0,30.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0
1,27.0,24.0,1,-0.58,15.0,25.0,20.0,20.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,1,5.0,7.0,6.0,4.0,5.0,4.0,5.0,8.0,0,0,30.0,10.0,30.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0
1,27.0,24.0,0,0.21,22.0,14.0,30.0,10.0,14.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,6.0,1,4.0,7.0,9.0,6.0,9.0,6.0,6.0,5.0,0,0,30.0,10.0,30.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0
1,27.0,25.0,0,0.58,7.0,35.0,20.0,20.0,5.0,13.0,10.0,9.0,9.0,9.0,9.0,6.0,10.0,6.0,1,9.0,10.0,8.0,6.0,7.0,7.0,7.0,7.0,1,1,30.0,10.0,30.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0
1,27.0,25.0,0,0.12,15.0,18.0,19.0,19.0,17.0,12.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,6.0,9.0,9.0,5.0,7.0,2.0,6.0,5.0,0,0,30.0,10.0,30.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0
1,27.0,26.0,1,0.08,15.0,20.0,20.0,20.0,15.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,1,3.0,6.0,7.0,5.0,7.0,4.0,7.0,5.0,0,0,30.0,10.0,30.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0
1,27.0,29.0,0,0.53,10.0,40.0,20.0,20.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1,6.0,7.0,7.0,7.0,7.0,5.0,7.0,6.0,0,0,30.0,10.0,30.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0
1,27.0,26.0,0,-0.27,20.0,20.0,20.0,10.0,20.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,8.0,10.0,9.0,9.0,9.0,5.0,7.0,7.0,1,0,30.0,10.0,30.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0
1,27.0,26.0,0,0.16,15.0,15.0,25.0,20.0,5.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1,4.0,8.0,8.0,8.0,6.0,4.0,6.0,3.0,0,0,30.0,10.0,30.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0
1,27.0,26.0,1,-0.51,20.0,30.0,10.0,15.0,10.0,15.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0,3.0,7.0,7.0,5.0,5.0,4.0,5.0,7.0,0,0,30.0,10.0,30.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0
1,27.0,24.0,0,0.74,30.0,20.0,20.0,10.0,15.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1,5.0,7.0,8.0,6.0,5.0,5.0,6.0,8.0,0,0,30.0,10.0,30.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0
1,27.0,24.0,0,0.17,20.0,10.0,30.0,15.0,15.0,10.0,8.0,8.0,9.0,9.0,9.0,9.0,6.0,9.0,1,7.0,10.0,7.0,6.0,9.0,3.0,7.0,9.0,1,1,30.0,10.0,30.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0
1,27.0,23.0,1,0.57,16.0,16.0,19.0,17.0,14.0,18.0,5.0,5.0,9.0,5.0,9.0,9.0,6.0,9.0,1,5.0,7.0,7.0,5.0,6.0,5.0,6.0,5.0,0,0,30.0,10.0,30.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0
1,27.0,23.0,0,-0.39,10.0,15.0,40.0,15.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,4.0,6.0,5.0,4.0,5.0,4.0,4.0,6.0,0,0,30.0,10.0,30.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0
1,27.0,25.0,0,-0.37,25.0,20.0,25.0,25.0,5.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,1,5.0,7.0,7.0,6.0,7.0,6.0,6.0,8.0,0,0,30.0,10.0,30.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0
1,24.0,28.0,0,0.11,0.0,25.0,25.0,25.0,25.0,0.0,5.0,5.0,5.0,5.0,4.0,4.0,4.5,8.0,1,1.0,1.0,6.0,1.0,5.0,1.0,1.0,5.0,0,0,30.0,20.0,10.0,10.0,20.0,10.0,8.0,10.0,10.0,10.0,8.0
1,24.0,33.0,0,0.01,25.0,30.0,10.0,10.0,5.0,20.0,5.0,5.0,5.0,4.0,4.0,4.0,4.5,8.0,1,6.0,8.0,8.0,6.0,7.0,6.0,7.0,7.0,1,1,30.0,20.0,10.0,10.0,20.0,10.0,8.0,10.0,10.0,10.0,8.0
1,24.0,22.0,0,-0.25,25.0,7.0,25.0,25.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1,3.0,5.0,5.0,3.0,5.0,2.0,3.0,3.0,0,0,30.0,20.0,10.0,10.0,20.0,10.0,8.0,10.0,10.0,10.0,8.0
1,24.0,26.0,0,-0.25,16.67,16.67,16.67,16.67,16.67,16.67,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,30.0,20.0,10.0,10.0,20.0,10.0,8.0,10.0,10.0,10.0,8.0
1,24.0,24.0,0,0.25,15.0,25.0,20.0,20.0,10.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,7.0,8.0,7.0,6.0,7.0,6.0,6.0,7.0,0,0,30.0,20.0,10.0,10.0,20.0,10.0,8.0,10.0,10.0,10.0,8.0
1,24.0,24.0,0,0.29,22.0,14.0,30.0,10.0,14.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,1,5.0,7.0,7.0,7.0,7.0,8.0,5.0,2.0,0,0,30.0,20.0,10.0,10.0,20.0,10.0,8.0,10.0,10.0,10.0,8.0
1,24.0,25.0,1,-0.17,7.0,35.0,20.0,20.0,5.0,13.0,7.0,7.0,7.0,7.0,7.0,7.0,6.5,7.0,1,4.0,10.0,10.0,3.0,3.0,2.0,5.0,5.0,0,0,30.0,20.0,10.0,10.0,20.0,10.0,8.0,10.0,10.0,10.0,8.0
1,24.0,25.0,0,-0.42,15.0,18.0,19.0,19.0,17.0,12.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1,6.0,8.0,8.0,4.0,7.0,4.0,7.0,4.0,0,0,30.0,20.0,10.0,10.0,20.0,10.0,8.0,10.0,10.0,10.0,8.0
1,24.0,27.0,0,-0.18,19.0,20.0,19.0,14.0,13.0,15.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,6.0,9.0,7.0,7.0,6.0,5.0,7.0,4.0,1,1,30.0,20.0,10.0,10.0,20.0,10.0,8.0,10.0,10.0,10.0,8.0
1,24.0,26.0,0,0.08,15.0,20.0,20.0,20.0,15.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,5.0,7.0,7.0,5.0,6.0,5.0,6.0,5.0,0,0,30.0,20.0,10.0,10.0,20.0,10.0,8.0,10.0,10.0,10.0,8.0
1,24.0,29.0,0,-0.09,10.0,40.0,20.0,20.0,0.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1,6.0,8.0,8.0,8.0,6.0,5.0,8.0,4.0,0,0,30.0,20.0,10.0,10.0,20.0,10.0,8.0,10.0,10.0,10.0,8.0
1,24.0,26.0,0,0.24,20.0,20.0,20.0,10.0,20.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,6.0,10.0,8.0,7.0,8.0,6.0,7.0,6.0,0,0,30.0,20.0,10.0,10.0,20.0,10.0,8.0,10.0,10.0,10.0,8.0
1,24.0,26.0,0,-0.19,15.0,15.0,25.0,20.0,5.0,20.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1,2.0,5.0,6.0,2.0,6.0,7.0,3.0,4.0,0,0,30.0,20.0,10.0,10.0,20.0,10.0,8.0,10.0,10.0,10.0,8.0
1,24.0,32.0,0,0.0,15.0,5.0,45.0,10.0,15.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1,5.0,6.0,8.0,2.0,5.0,2.0,7.0,2.0,0,0,30.0,20.0,10.0,10.0,20.0,10.0,8.0,10.0,10.0,10.0,8.0
1,24.0,28.0,0,0.01,25.0,20.0,20.0,25.0,0.0,10.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,1,2.0,6.0,7.0,2.0,6.0,1.0,2.0,5.0,0,0,30.0,20.0,10.0,10.0,20.0,10.0,8.0,10.0,10.0,10.0,8.0
1,24.0,26.0,0,0.24,20.0,30.0,10.0,15.0,10.0,15.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,3.0,6.0,6.0,6.0,5.0,4.0,5.0,6.0,0,0,30.0,20.0,10.0,10.0,20.0,10.0,8.0,10.0,10.0,10.0,8.0
1,24.0,24.0,0,-0.33,30.0,20.0,20.0,10.0,15.0,5.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,1,6.0,8.0,8.0,5.0,8.0,6.0,7.0,5.0,0,0,30.0,20.0,10.0,10.0,20.0,10.0,8.0,10.0,10.0,10.0,8.0
1,24.0,24.0,0,0.24,20.0,10.0,30.0,15.0,15.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1,6.0,9.0,8.0,6.0,10.0,5.0,7.0,10.0,0,0,30.0,20.0,10.0,10.0,20.0,10.0,8.0,10.0,10.0,10.0,8.0
1,24.0,23.0,0,-0.05,16.0,16.0,19.0,17.0,14.0,18.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,0,0,30.0,20.0,10.0,10.0,20.0,10.0,8.0,10.0,10.0,10.0,8.0
